Timestamp;Q1;Q2;Q3;Q4;Q5.1;Q5.2;Q5.3;Q5.4;Q5.5;Q5.6;Q6.1;Q6.2;Q6.3;Q6.4;Q6.5;Q6.6;Q6.7;Q6.8;Q7.1;Q7.2;Q7.3;Q7.4;Q8.1;Q8.2;Q8.3;Q8.4;Q8.5;Q9.1;Q9.2;Q9.3;Q9.4;Q9.5;Q10
5.14.2023 21:22:19;Master;International Economic Relations;Female;Îften;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Neutral;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neutral;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;
5.15.2023 8:45:52;Bachelor;International Economic Relations ;Female;Sometimes;Disagree;Agree;Disagree;Strongly Disagree;Neutral;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neutral;Neutral;Disagree;Strongly Disagree;Agree;Agree;Agree;Disagree;Neutral;Neutral;Agree;Neutral;Disagree;Disagree;
5.15.2023 9:54:15;Bachelor;International Economic Relations;Female;Rarely;Neutral;Neutral;Neutral;Disagree;Neutral;Agree;Neutral;Neutral;Agree;Agree;Disagree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Strongly Disagree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Disagree;Disagree;Neutral;
5.15.2023 15:17:41;Bachelor;International Economic Relations;Female;Rarely;Agree;Agree;Agree;Disagree;Agree;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;
5.15.2023 15:19:02;Bachelor;International Economic Relations;Female;Sometimes;Agree;Agree;Neutral;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Agree;Neutral;Disagree;Agree;Neutral;Neutral;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;
5.15.2023 15:23:54;Bachelor;International Economic Relations;Male;Rarely;Strongly Agree;Agree;Agree;Disagree;Agree;Strongly Agree;Agree;Agree;Neutral;Agree;Disagree;Strongly Agree;Agree;Neutral;Strongly Agree;Neutral;Disagree;Strongly Disagree;Strongly Agree;Agree;Neutral;Disagree;Strongly Disagree;Neutral;Agree;Neutral;Strongly Disagree;Disagree;AI should not be overused by either students or teachers. Assessments should be based on knowledge and skills. They should be done person to person.
5.15.2023 15:24:12;Bachelor;International Economic Relations;Male;Sometimes;Neutral;Agree;Agree;Neutral;Neutral;Strongly Agree;Agree;Agree;Neutral;Strongly Agree;Neutral;Strongly Agree;Agree;Neutral;Agree;Disagree;Disagree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Neutral;Agree;Neutral;I like them.
5.15.2023 19:17:51;Master;Economics;Male;Rarely;Disagree;Agree;Agree;Neutral;Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Neutral;Neutral;Agree;Neutral;A specialized course could be created to prepare students to use of generative artificial intelligence.
5.15.2023 19:26:12;Bachelor;Economics;Male;Sometimes;Neutral;Agree;Agree;Neutral;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Neutral;Disagree;Disagree;Disagree;Neutral;Neutral;Agree;Agree;Neutral;Neutral;Agree;Neutral;Neutral;Neutral;Disagree;Educators should familiarize more students with the capabilities of generative artificial intelligence in education.
5.16.2023 9:04:40;Bachelor;Marketing;Female;Îften;Agree;Disagree;Neutral;Strongly Disagree;Neutral;Agree;Agree;Neutral;Neutral;Strongly Agree;Neutral;Neutral;Strongly Agree;Agree;Neutral;Neutral;Neutral;Agree;Agree;Agree;Agree;Disagree;Neutral;Neutral;Agree;Neutral;Neutral;Neutral;
5.16.2023 9:06:29;Bachelor;Marketing;Female;Rarely;Disagree;Agree;Agree;Neutral;Disagree;Neutral;Strongly Agree;Agree;Neutral;Strongly Agree;Agree;Agree;Strongly Agree;Neutral;Strongly Agree;Neutral;Neutral;Strongly Agree;Disagree;Agree;Strongly Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;
5.16.2023 9:07:08;Bachelor;Marketing;Female;Sometimes;Agree;Agree;Agree;Neutral;Neutral;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Neutral;Neutral;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Agree;Neutral;
5.16.2023 9:07:47;Bachelor;Marketing;Female;Rarely;Agree;Agree;Agree;Disagree;Neutral;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Disagree;Agree;Agree;Agree;Neutral;Neutral;Agree;Agree;Neutral;Neutral;Agree;ChatGPT doesn't change my attitude towards AI at all since I hardly use it.
5.16.2023 9:08:03;Bachelor;Marketing;Female;Rarely;Neutral;Disagree;Neutral;Agree;Disagree;Strongly Agree;Agree;Neutral;Strongly Agree;Disagree;Neutral;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;Disagree;Strongly Agree;Agree;Agree;Disagree;Neutral;Neutral;Neutral;Neutral;Agree;Agree;Neutral;Neutral;
5.16.2023 9:08:31;Bachelor;Marketing;Male;Sometimes;Neutral;Agree;Agree;Disagree;Neutral;Neutral;Neutral;Strongly Agree;Disagree;Agree;Neutral;Agree;Agree;Agree;Disagree;Neutral;Neutral;Agree;Agree;Disagree;Neutral;Disagree;Disagree;Agree;Neutral;Disagree;Disagree;Agree;
5.16.2023 9:09:12;Bachelor;Marketing;Female;Sometimes;Neutral;Neutral;Agree;Neutral;Agree;Strongly Agree;Agree;Agree;Neutral;Strongly Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Disagree;Neutral;Neutral;Disagree;
5.16.2023 9:10:35;Bachelor;Marketing;Female;Very often;Disagree;Disagree;Disagree;Disagree;Neutral;Neutral;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Neutral;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;"This is the first time I have come across such technology and I dare to say that the work is greatly facilitated. Most importantly, it helps in the development of the student and the acquisition of knowledge that is useful in learning. I would rate ChatGPT as the best option for getting information. My opinion of artificial intelligence has changed in a positive direction. It was my pleasure to participate in this experiment.
Greetings Diana"
5.16.2023 9:11:05;Bachelor;Marketing;Female;Rarely;Agree;Agree;Neutral;Neutral;Agree;Neutral;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Disagree;Disagree;Òhey help a lot and I use them from time to time.
5.16.2023 9:11:20;Bachelor;Marketing;Female;Never;Agree;Agree;Neutral;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;
5.16.2023 9:11:53;Bachelor;Marketing;Female;Rarely;Neutral;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
5.16.2023 9:12:06;Bachelor;Marketing;Female;Sometimes;Agree;Neutral;Disagree;Disagree;Agree;Neutral;Agree;Disagree;Neutral;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Neutral;Agree;Agree;Disagree;Disagree;Neutral;Agree;Agree;Neutral;Neutral;Agree;As a mature person, I would not abuse the excessive use of ChatGpt. Personally, I only use it when I'm not entirely sure about a question and want to see how reliable the information given by the AI is by comparing it to other sources. It's helped me quite a few times, I think it's comprehensive, and I like the option of being able to present one piece of information in several different ways with different words. I'm glad I have this opportunity to use it and I think it would be useful in education for the future, but not professionally because there everyone has to apply what they already know. Greetings Miglena
5.16.2023 9:12:12;Bachelor;Marketing;Female;Îften;Neutral;Disagree;Agree;Disagree;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;
5.16.2023 9:12:48;Bachelor;Marketing;Male;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Disagree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Agree;Agree;Agree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Disagree;Neutral;Agree;Disagree;Disagree;Agree;Neutral;
5.16.2023 9:12:52;Bachelor;Marketing;Male;Sometimes;Agree;Neutral;Disagree;Disagree;Disagree;Neutral;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;Disagree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Generative artificial intelligence technologies are definitely of great benefit to higher education because they support the work of students during their studies. ChatGPT is certainly changing the attitude towards artificial intelligence and intelligent chatbots.
5.16.2023 9:13:39;Bachelor;Marketing;Female;Sometimes;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Agree;Agree;Strongly Disagree;Neutral;Disagree;Strongly Agree;Agree;Neutral;Neutral;In a large percentage of cases where I've used the chatbot it gave me wrong or inaccurate answers. I can't trust this artificial intelligence and I always have to check the information it gives me through other sources as well. I don't think it's sophisticated and useful enough to be used in our university studies. I would trust the internet more.
5.16.2023 9:14:47;Bachelor;Marketing;Female;Rarely;Neutral;Disagree;Agree;Disagree;Agree;Neutral;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Strongly Disagree;Neutral;Agree;Agree;Neutral;Neutral;Neutral;Agree;Neutral;Agree;Neutral;Extremely helpful and informative tool.
5.16.2023 9:16:31;Bachelor;Marketing ;Male;Never;Agree;Agree;Disagree;Disagree;Disagree;Agree;Agree;Strongly Agree;Neutral;Strongly Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Neutral;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;
5.16.2023 9:18:36;Bachelor;Marketing ;Female;Sometimes;Neutral;Agree;Agree;Neutral;Disagree;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Neutral;Agree;Neutral;Neutral;Neutral;With ChatGPT it's much easier and more fun. Now you can do homework or any task in a short time. Instead of spending hours searching the Internet for information, ChatGPT can answer a few questions and you're done.
5.16.2023 10:32:38;Bachelor;Accounting;Female;Îften;Neutral;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Agree;Neutral;Neutral;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neutral;Neutral;Neutral;Agree;Agree;Strongly Agree;Disagree;Neutral;Agree;Neutral;Neutral;Neutral;Neutral;
5.16.2023 10:33:37;Bachelor;Accounting;Female;Sometimes;Strongly Disagree;Strongly Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neutral;Agree;Agree;Strongly Disagree;Strongly Agree;Neutral;Agree;Strongly Agree;Disagree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;Disagree;This changed my attitude towards artificial intelligence, but in my opinion there is more to develop, as many of the answers are inaccurate in their translation into Bulgarian for example. The bot would help in our higher education process, greatly optimizing our time searching and finding information.
5.16.2023 10:34:34;Bachelor;Accounting;Female;Sometimes;Agree;Agree;Neutral;Disagree;Agree;Neutral;Neutral;Disagree;Disagree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Neutral;Disagree;Disagree;Neutral;Disagree;Neutral;Neutral;Disagree;Neutral;
5.16.2023 10:35:01;Bachelor;Accounting ;Female;Sometimes;Agree;Agree;Agree;Neutral;Neutral;Neutral;Disagree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;
5.16.2023 10:36:10;Bachelor;Accounting;Female;Sometimes;Agree;Neutral;Disagree;Neutral;Agree;Disagree;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Agree;Agree;Disagree;Disagree;Disagree;Strongly Disagree;Agree;Agree;Strongly Agree;Agree;Agree;Neutral;Agree;Neutral;Agree;Agree;
5.16.2023 10:36:30;Bachelor;Accounting;Male;Îften;Strongly Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;
5.16.2023 10:37:22;Bachelor;Accounting;Female;Never;Agree;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Agree;Disagree;
5.16.2023 10:38:48;Bachelor;Accounting ;Female;Rarely;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neutral;Strongly Agree;Agree;Neutral;Disagree;Disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Agree;Agree;Agree;Strongly Agree;Strongly Agree;
5.16.2023 10:38:58;Bachelor;Accounting;Male;Sometimes;Disagree;Disagree;Agree;Agree;Neutral;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neutral;Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Neutral;Neutral;Agree;Agree;Disagree;Neutral;AI is useful for searching for additional information and helping students prepare projects in less time, but there is still a fine line that learners must cross. They should definitely not become dependent on the use of artificial intelligence in the learning process because it will adversely affect their individual skills.
5.16.2023 10:39:54;Bachelor;Accounting ;Female;Rarely;Disagree;Agree;Agree;Neutral;Strongly Agree;Strongly Disagree;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Neutral;Neutral;Neutral;Artificial intelligence proves to be of great help in difficult tasks and in most cases answers the questions with good accuracy. The quality of the answers is good, but only in English.
5.16.2023 10:40:42;Bachelor;Accounting;Female;Sometimes;Disagree;Agree;Agree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Yes, chatgpt changed my attitude towards AI, because of the correct answers.
5.16.2023 10:40:51;Bachelor;Accounting;Female;Îften;Agree;Neutral;Neutral;Disagree;Neutral;Neutral;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Neutral;Neutral;Neutral;Agree;Strongly Agree;Neutral;
5.16.2023 10:41:04;Bachelor;Accounting;Female;Rarely;Neutral;Agree;Disagree;Strongly Disagree;Neutral;Neutral;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Agree;Agree;Strongly Agree;Disagree;Neutral;Neutral;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Disagree;
5.16.2023 10:42:42;Bachelor;Accounting ;Female;Sometimes;Agree;Disagree;Disagree;Disagree;Agree;Disagree;Agree;Neutral;Neutral;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Strongly Disagree;Agree;Neutral;Disagree;Disagree;Disagree;Agree;Agree;Neutral;Neutral;Neutral;My opinion is that it should be as accessible to people as possible. A person must express himself in a way that the chatbot understands him, and then he will become more and more accessible.
5.16.2023 10:43:09;Bachelor;Accounting;Female;Rarely;Strongly Agree;Strongly Agree;Agree;Disagree;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Agree;Disagree;Disagree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;
